iter	RMSE
0	9.352779638
1	7.737148031
2	6.848322821
3	6.002615442
4	5.389533073
5	4.527272
6	4.050211967
7	3.775800943
8	3.526634682
9	3.419873423
10	3.1140526
11	3.047416057
12	2.657704077
13	2.504804884
14	2.496371275
15	2.385783237
16	2.197851363
17	2.07215315
18	1.897436825
19	1.70471472
20	1.69077158
21	1.673695604
22	1.66113623
23	1.472057082
24	1.418193352
25	1.271855801
26	1.231304141
27	1.222515268
28	1.165923294
29	1.160131875
30	1.155409921
31	1.121591032
32	1.085852419
33	0.9782875261
34	0.9756569776
35	0.9706815232
36	0.8733275106
37	0.8063808661
38	0.775540957
39	0.7542296651
40	0.7466583973
41	0.7238707776
42	0.6444005979
43	0.6000413337
44	0.541120274
45	0.4908199858
46	0.4583619715
47	0.4266403124
48	0.3939268747
49	0.3707576814
50	0.3561480047
51	0.3491213216
52	0.3292012261
53	0.3175088543
54	0.3081790154
55	0.2916088098
56	0.2692308261
57	0.2547219406
58	0.2460551938
59	0.2409999367
60	0.2310000183
61	0.2184799043
62	0.2115785166
63	0.2061974241
64	0.202149864
65	0.1979292497
66	0.1863138635
67	0.1804597723
68	0.1761950738
69	0.1737381817
70	0.1684034651
71	0.1649438042
72	0.16084521
73	0.1556269272
74	0.1517415783
75	0.1500721581
76	0.1470164262
77	0.1448826076
78	0.13830527
79	0.136404065
80	0.1348909386
81	0.1327313809
82	0.1291398397
83	0.1280035771
84	0.1250021832
85	0.1234890972
86	0.1226400589
87	0.1216976091
88	0.118651067
89	0.116565735
90	0.1150119091
91	0.1140456838
92	0.112410847
93	0.1094560808
94	0.1086764254
95	0.1071097189
96	0.1064429877
97	0.1049582323
98	0.1037894775
99	0.102835405
100	0.1020937145
101	0.1005985558
102	0.09986866994
103	0.09828158273
104	0.09759177347
105	0.09680447667
106	0.09546710542
107	0.09486258701
108	0.0939307902
109	0.09320576628
110	0.09259114725
111	0.09176786744
112	0.09134654444
113	0.0909173635
114	0.09038580156
115	0.08953041195
116	0.08888404491
117	0.08848255615
118	0.08812297416
119	0.0877102934
120	0.08703504805
121	0.08637875444
122	0.08477346903
123	0.08340023046
124	0.0830425832
125	0.08273321397
126	0.0824025082
127	0.0819543005
128	0.08128241239
129	0.08093642217
130	0.08028831779
131	0.08003188664
132	0.07986467708
133	0.07924125576
134	0.07875505174
135	0.07765558171
136	0.07735872565
137	0.07708630922
138	0.07653782079
139	0.0763638697
140	0.07581746147
141	0.07565174485
142	0.07516268283
143	0.07461906619
144	0.07344958789
145	0.07314827786
146	0.07283548682
147	0.07246647296
148	0.07198872807
149	0.07188276819
150	0.07117030261
151	0.07089368689
152	0.07077407168
153	0.07030281697
154	0.07000264611
155	0.06980040557
156	0.0687935757
157	0.06838851951
158	0.06819431883
159	0.06767590721
160	0.06727057513
161	0.06692842914
162	0.06667659828
163	0.06658528305
164	0.06627453397
165	0.06608859474
166	0.06599160051
167	0.06514673485
168	0.06489087897
169	0.06455060416
170	0.06430167316
171	0.06417494879
172	0.06389780482
173	0.06352706835
174	0.06294595704
175	0.06271217392
176	0.06247129589
177	0.06221853473
178	0.0617970082
179	0.0615574097
180	0.06136240095
181	0.06089366852
182	0.06071548458
183	0.0605700832
184	0.06032442723
185	0.05998028582
186	0.05979625663
187	0.05920716681
188	0.05892913323
189	0.05884020248
190	0.05834069822
191	0.0581477023
192	0.05807268576
193	0.05781526679
194	0.05762783683
195	0.05751333122
196	0.05715563298
197	0.05706159222
198	0.05689361849
199	0.05670039576
200	0.05602284169
201	0.05569636777
202	0.0555223753
203	0.05546536842
204	0.05533603265
205	0.05522811623
206	0.05518711783
207	0.05508427772
208	0.05484688457
209	0.05454017919
210	0.05431585043
211	0.05418270012
212	0.05406609571
213	0.05359362055
214	0.05348531757
215	0.05337500552
216	0.05317514708
217	0.05303169178
218	0.05298688797
219	0.05263138256
220	0.05255054899
221	0.05245599677
222	0.05237753477
223	0.0522498129
224	0.05221642674
225	0.05172554178
226	0.05158976661
227	0.05143632507
228	0.05137844145
229	0.05112146785
230	0.05096100687
231	0.05086987461
232	0.05064708419
233	0.05043247672
234	0.0502874811
235	0.05021806776
236	0.05012452993
237	0.04990772326
238	0.04973864854
239	0.04963490096
240	0.0493424286
241	0.04895372113
242	0.04885212179
243	0.04878193182
244	0.04863380148
245	0.04848486151
246	0.04834169092
247	0.04830227399
248	0.04802916003
249	0.04796847452
250	0.04787324457
251	0.0478454899
252	0.04761851831
253	0.04750751188
254	0.04738858621
255	0.04731623161
256	0.04726786073
257	0.04720821096
258	0.04705655817
259	0.04690491218
260	0.04686042098
261	0.04682114206
262	0.04670629747
263	0.04659715558
264	0.04641094658
265	0.04634109868
266	0.04620952945
267	0.04598299113
268	0.04579497368
269	0.04543135462
270	0.04526553647
271	0.04494218212
272	0.04477072451
273	0.04463630684
274	0.04452056439
275	0.04445944885
276	0.04432862861
277	0.04426844362
278	0.04422301279
279	0.04403684148
280	0.0438165562
281	0.04367700458
282	0.04359821989
283	0.04349835483
284	0.04341060927
285	0.04327594638
286	0.04317502815
287	0.0431069587
288	0.04292640923
289	0.04266692303
290	0.04262452074
291	0.0425661078
292	0.04245671187
293	0.04241190539
294	0.04233950394
295	0.04228716352
296	0.04221049427
297	0.04212387014
298	0.04209240723
299	0.04205538049
300	0.04190501274
301	0.04156734504
302	0.04153637212
303	0.04139481366
304	0.04124713777
305	0.04112360718
306	0.04109243067
307	0.04097013929
308	0.04090138331
309	0.04077741226
310	0.0407395561
311	0.04066071086
312	0.04056915214
313	0.04046432545
314	0.04044786952
315	0.04036880666
316	0.0402444039
317	0.04017024109
318	0.04012651589
319	0.04011488169
320	0.04009107464
321	0.04000177707
322	0.03994097338
323	0.03991084826
324	0.03985179675
